"","PC1","PC2","PC3","PC4","PC5"
"2.A.1 Active Listening",-0.138597237254828,-0.0420920613565745,0.0248444609405912,-0.0499111142970043,0.0143941510192357
"2.A.1 Mathematics",-0.0860774638032892,0.0860910506753134,0.169289572149823,0.0438307795706841,-0.129301549771752
"2.A.1 Reading Comprehension",-0.136962493882297,-0.0127694362831993,0.100714574673345,-0.0534794165952759,-0.00806782725099974
"2.A.1 Science",-0.0662551567524505,0.0863734533139741,0.12845784529447,-0.186466380094235,-0.053789716877474
"2.A.1 Speaking",-0.141275452324368,-0.0397439648666438,-0.00180775555376095,-0.0189793748513808,0.0194390947245811
"2.A.1 Writing",-0.137139767731822,-0.0229897305594249,0.0801271730235538,-0.0400997424912578,0.0076563380278486
"2.A.2 Active Learning",-0.140770132896732,0.0178849734990011,0.0465683316206762,-0.0471282871158883,0.0354596238380448
"2.A.2 Critical Thinking",-0.139246677707735,0.028880537878269,0.0513613235752079,-0.0485467741427809,-0.0181149598496198
"2.A.2 Learning Strategies",-0.127478680322143,0.0176793055836483,-0.0496778921506372,-0.0462470003330382,0.0850800603233082
"2.A.2 Monitoring",-0.124273080921154,0.0506193354648148,-0.0681323138439563,-0.0333810582248471,-0.0316593464263459
"2.B.1 Coordination",-0.119725091691859,0.0401958415547718,-0.141784700618453,0.0659567203084094,0.0258239816837429
"2.B.1 Instructing",-0.12657817096169,0.0250572569821088,-0.0671226447423333,-0.0478562553330813,0.0854650748103281
"2.B.1 Negotiation",-0.129380688663561,-0.0208108171617382,-0.0808597611015269,0.103306695105228,0.00643588160657446
"2.B.1 Persuasion",-0.133211545968295,-0.0242533410985101,-0.0672717359295727,0.0719542606890902,0.0342568610929948
"2.B.1 Service Orientation",-0.109066778490076,-0.0842205420048335,-0.105035336606084,-0.058779991248729,0.0703276789737304
"2.B.1 Social Perceptiveness",-0.126314924986703,-0.0582847320896275,-0.124745426853756,-0.0478245870823768,0.0629827283011434
"2.B.2 Complex Problem Solving",-0.133745567230289,0.065871552068834,0.0673851185436038,-0.0297149703195123,0.0240474507610097
"2.B.3 Equipment Maintenance",0.07265400981632,0.177926487836062,-0.0499011702171896,-0.0554162270952277,0.0958164584017621
"2.B.3 Equipment Selection",0.0626326077776303,0.191539045148216,-0.0237760505173496,-0.0335303697179041,0.111673424395425
"2.B.3 Installation",0.0345870955782832,0.122085469397717,0.0227662244056153,-0.0345259857808228,0.214487978107144
"2.B.3 Operation and Control",0.0766401437913902,0.175238218566279,-0.0823658903546153,-0.0646530570968166,-0.0135077077526491
"2.B.3 Operation Monitoring",0.0588512556972861,0.202324036653242,-0.0413871417983757,-0.0658891107358602,-0.0268120224263517
"2.B.3 Operations Analysis",-0.0917682586919648,0.0956685011661367,0.0981909941365287,0.0881306574094872,0.0657654864522488
"2.B.3 Programming",-0.0507189977669093,0.0331155024333072,0.229128543829832,0.000682450017481879,0.0320627702814044
"2.B.3 Quality Control Analysis",0.0413261324702998,0.206166560309162,0.0128675476811238,-0.0226634893898195,0.0176601436964399
"2.B.3 Repairing",0.0701757147388805,0.175101712755071,-0.0447447382674743,-0.0496721051755407,0.117893348656885
"2.B.3 Technology Design",-0.0456382490132161,0.124208594298402,0.168392712041964,0.00548242462081756,0.138999009126819
"2.B.3 Troubleshooting",0.063547517420683,0.202398208462827,-0.0186238588548199,-0.0596926707116995,0.0942917362857042
"2.B.4 Judgment and Decision Making",-0.137335329416765,0.0364992924848475,0.0283894018196949,-0.0288813094763109,-0.000589780808953667
"2.B.4 Systems Analysis",-0.132036734501275,0.0757978525888365,0.0687660619659647,0.0247086895362548,0.0216628489132129
"2.B.4 Systems Evaluation",-0.132514089430615,0.0750852409481589,0.0461128492349811,0.0233658184695555,0.0241522776189488
"2.B.5 Management of Financial Resources",-0.102892115571193,0.0531047370103773,-0.0548740228188084,0.204994524693457,-0.0707851167654052
"2.B.5 Management of Material Resources",-0.0960659537384881,0.0871787277808835,-0.082655878248066,0.173291277961156,-0.0390531053780942
"2.B.5 Management of Personnel Resources",-0.114132720916694,0.0664390210720096,-0.128511683022766,0.109394092855303,-0.0190345910052607
"2.B.5 Time Management",-0.123979143300529,0.0451664314024915,-0.0837815407855803,0.0734942568048518,-0.00809523675137792
"2.C.1 Administration and Management",-0.117653394514242,0.041069616437918,-0.0769115841964023,0.159957618224054,-0.0388576429169215
"2.C.1 Clerical",-0.0925936244313233,-0.0798773645636972,0.0260841856025329,0.0176226220528683,-0.0622447541014739
"2.C.1 Customer and Personal Service",-0.0879308079666698,-0.0774919769633419,-0.0956503960787943,-0.0387759712844755,0.0261602988059674
"2.C.1 Economics and Accounting",-0.0888522652204994,-0.0145538827683257,0.00676886981082826,0.162490464090523,-0.137682029821369
"2.C.1 Personnel and Human Resources",-0.112737875691874,0.0167805400281567,-0.129339869155479,0.110226481173297,-0.0683893679624335
"2.C.1 Sales and Marketing",-0.0637798796826687,-0.0414335509547337,-0.0291370077760966,0.162790836737418,0.100875081964843
"2.C.1 Transportation",-0.00389446671189872,0.0728638930784331,-0.0906971949123063,0.016042698638077,-0.00575109124876915
"2.C.2 Food Production",0.0105183613183825,0.00147852972433498,-0.0815455756795475,0.0555949396509055,-0.0493785785577068
"2.C.2 Production and Processing",0.0149914938626603,0.143545233905964,-0.0233454259288838,0.1488747978541,-0.0828985371617878
"2.C.3 Building and Construction",-0.00305450521073673,0.134891257050387,-0.0179124910008546,0.0959670356442787,0.0905093269880396
"2.C.3 Computers and Electronics",-0.0905687323750003,0.0256114220273104,0.196123989218046,-0.00169510884600484,0.0980559380161526
"2.C.3 Design",-0.0195136630052068,0.153457115765146,0.123144905899686,0.116419380648761,0.170194854497914
"2.C.3 Engineering and Technology",-0.0283406365110589,0.185443560068763,0.143724898510531,0.0583700803276012,0.0880214953395499
"2.C.3 Mechanical",0.0417799321243874,0.21331992590107,-0.0448877936138023,0.0111401226493607,0.068303122357296
"2.C.4 Biology",-0.0483600989922123,0.0215507979555877,-0.0256751753333967,-0.199408200813562,-0.0981322434614298
"2.C.4 Chemistry",-0.0173271011375089,0.131318453860972,0.00407274485912239,-0.143981849547831,-0.0877321903288693
"2.C.4 Geography",-0.0563559775094669,0.0195089902512233,0.056698913389742,-0.00174682537701688,0.0797784379081377
"2.C.4 Mathematics",-0.0740673543915643,0.109479977343875,0.171375163548235,0.0548537813987461,-0.0831126641250456
"2.C.4 Physics",-0.022603563357888,0.177584634010956,0.107039882376108,-0.075759925054588,0.0622673522135259
"2.C.4 Psychology",-0.0936297598433657,-0.0622239202856522,-0.137541029226058,-0.183160934646058,0.0801105736464174
"2.C.4 Sociology and Anthropology",-0.0921425245851483,-0.1008198270877,-0.0748656095710255,-0.143739053656249,0.18035166387035
"2.C.5 Medicine and Dentistry",-0.0431413323244058,-0.0165933361177057,-0.0789741370998992,-0.257071644813234,-0.0760655519330502
"2.C.5 Therapy and Counseling",-0.0704124833217716,-0.0638260412829793,-0.138085642670605,-0.216830575154389,0.0656050762410742
"2.C.6 Education and Training",-0.105513176004675,0.0112702493938319,-0.107297276512797,-0.0909492071504152,0.0813280178404887
"2.C.7 English Language",-0.12199150917576,-0.0655192929615845,0.0775453341316957,-0.0600220201930096,0.0971724877164996
"2.C.7 Fine Arts",-0.013392384667909,-0.0527412056512495,0.0167910603292948,0.053607090910142,0.315340784907664
"2.C.7 Foreign Language",-0.0458851695001261,-0.0509010774689136,-0.04623046372973,-0.0743117563171392,0.12936833426824
"2.C.7 History and Archeology",-0.0517409562793235,-0.0504482147753123,0.0139364112290395,-0.0202206400352514,0.227084329297022
"2.C.7 Philosophy and Theology",-0.0761246933008343,-0.0914458754853987,-0.0991233363161229,-0.128352174803993,0.203267522143242
"2.C.8 Law and Government",-0.0982653214603606,-0.00951803005943433,-0.0120354282024423,-0.0441226525062522,-0.0663742795743602
"2.C.8 Public Safety and Security",-0.0344641477236341,0.0940593800306247,-0.14999391262267,-0.0522530299712439,0.021199659750538
"2.C.9 Communications and Media",-0.0850161904384721,-0.0725635813490898,0.0462123957522022,0.02122776757915,0.247196116311285
"2.C.9 Telecommunications",-0.0436424436724951,0.0529235778983236,0.0424489289483548,-0.00927461472911454,0.187270529872758
"4.A.1 Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.0604181197234968,0.165148843763816,0.0541738010766562,0.017469800244104,-0.122518015508774
"4.A.1 Getting Information",-0.129379640118934,-0.00848013536028354,0.0913970987182147,-0.0889070252718138,-0.0795380132792628
"4.A.1 Identifying Objects, Actions, and Events",-0.0973998085397877,0.0600561257254857,0.0216454209130589,-0.192148529468287,-0.130385380081359
"4.A.1 Inspecting Equipment, Structures, or Material",0.0450952284678519,0.194858786581835,-0.0865202362967929,-0.0746870479542022,-0.0679731557502069
"4.A.1 Monitor Processes, Materials, or Surroundings",-0.0488249987768106,0.146763853851172,-0.064114629534192,-0.19065560481883,-0.128778721974624
"4.A.2 Analyzing Data or Information",-0.115775035985507,0.0438682725616107,0.162239727457066,-0.0592709399170772,-0.111602701901149
"4.A.2 Developing Objectives and Strategies",-0.123622826859422,0.0490918932021185,-0.014800615884661,0.0123980100491832,0.0362045100851057
"4.A.2 Evaluating Information to Determine Compliance with Standards",-0.0938097552326077,0.0700940348042857,0.0194614264979178,-0.0984680801607115,-0.204194188232575
"4.A.2 Judging the Qualities of Things, Services, or People",-0.0981480393488653,0.0754520306932993,-0.0591529016857102,-0.026256235761333,-0.0666501373179058
"4.A.2 Making Decisions and Solving Problems",-0.125589876111243,0.0777512867644287,0.0241753133691413,-0.0764529085077902,-0.0335933566414978
"4.A.2 Organizing, Planning, and Prioritizing Work",-0.132887630291779,0.0151891308739598,0.0221416865828675,0.035936969842384,0.0151088594236509
"4.A.2 Processing Information",-0.108508804408499,0.0308918143161273,0.173042682382451,-0.0822689717266759,-0.155330037241119
"4.A.2 Scheduling Work and Activities",-0.12005349025644,0.0674451138701375,-0.0701563262211825,0.0789836317123519,0.0248746942482948
"4.A.2 Thinking Creatively",-0.0994119562123368,0.0391766885176664,0.0971328982021392,0.030017650132231,0.234697048491717
"4.A.2 Updating and Using Relevant Knowledge",-0.118761206214209,0.0439042142109118,0.110779173508708,-0.131333900719052,0.0316257835721142
"4.A.3 Controlling Machines and Processes",0.0803398814865117,0.165559807655631,-0.092958839842063,-0.0571947399130069,-0.0458292752034645
"4.A.3 Documenting/Recording Information",-0.104830059725112,0.0242572508350158,0.0729049831196075,-0.188643620779304,-0.113218368095393
"4.A.3 Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.00533301529348187,0.176019475962551,0.0788335097914482,0.0652830752807642,0.135619058114658
"4.A.3 Handling and Moving Objects",0.101731333431974,0.115445860107246,-0.140043601998825,-0.054724651845399,0.00523653996449332
"4.A.3 Interacting With Computers",-0.106016387333793,-0.0060499709958236,0.196609583306633,0.000190792039441116,-0.0144218704949771
"4.A.3 Operating Vehicles, Mechanized Devices, or Equipment",0.0539576579751803,0.148250785189438,-0.128697051081094,-0.049757650258269,0.0076294788218318
"4.A.3 Performing General Physical Activities",0.0839819320955457,0.110975834351392,-0.15988220326741,-0.0638289975057943,0.0552128985799167
"4.A.3 Repairing and Maintaining Electronic Equipment",0.0353336786623974,0.17605587321119,0.0106503459105753,-0.0687717221377761,0.130591314461547
"4.A.3 Repairing and Maintaining Mechanical Equipment",0.0695162932979778,0.182467490795456,-0.0909240760224181,-0.0431374854590113,0.0479051947876704
"4.A.4 Assisting and Caring for Others",-0.0458007444560528,-0.0290365638585029,-0.200523450904462,-0.234458454068296,-0.0112683429343972
"4.A.4 Coaching and Developing Others",-0.116730576670208,0.0468939442078087,-0.138345790671421,0.0462310411242677,0.00887967099490686
"4.A.4 Communicating with Persons Outside Organization",-0.125099737768643,-0.0463340247545552,0.0198267317570241,0.0287334218850917,0.0663829653467446
"4.A.4 Communicating with Supervisors, Peers, or Subordinates",-0.125040334645503,0.043119089363033,-0.00288605834173842,0.00457854889097053,-0.067951756843448
"4.A.4 Coordinating the Work and Activities of Others",-0.110997325376532,0.0950330177308296,-0.112859460439308,0.112238228804266,-0.00919603618471362
"4.A.4 Developing and Building Teams",-0.116784113241695,0.0720931769724949,-0.110772592195716,0.0953468178116851,-0.0321756592613801
"4.A.4 Establishing and Maintaining Interpersonal Relationships",-0.128033930089799,-0.071322072715127,-0.0311694113705487,-0.0178828022122405,0.0512233458178883
"4.A.4 Guiding, Directing, and Motivating Subordinates",-0.109457010224703,0.0799924508311624,-0.147195725562864,0.117892369659041,-0.0349228855100511
"4.A.4 Interpreting the Meaning of Information for Others",-0.121759434776274,0.0289830784957827,0.0873004432336407,-0.107447369473005,-0.0163478214305769
"4.A.4 Monitoring and Controlling Resources",-0.096217240872503,0.0841041488118388,-0.110217368393425,0.137225257452047,-0.0755214360187381
"4.A.4 Performing Administrative Activities",-0.116222063319244,-0.0432366181689054,-0.0354562925624095,0.0320451944510156,-0.0878654870495945
"4.A.4 Performing for or Working Directly with the Public",-0.0636341131114414,-0.0968102510835122,-0.130128569691406,-0.0983324812958226,0.0914625823988436
"4.A.4 Provide Consultation and Advice to Others",-0.132772813329138,0.0567024461445289,-0.00320090131974414,0.0256191980305879,-0.010026058327677
"4.A.4 Resolving Conflicts and Negotiating with Others",-0.121580717419426,-0.00833846848839134,-0.141744606832667,0.0598795762436478,-0.0456199508871235
"4.A.4 Selling or Influencing Others",-0.089311730105511,-0.0209044799628372,-0.0652033127514346,0.137722043743,0.0681567517249067
"4.A.4 Staffing Organizational Units",-0.107269662808887,0.0352238757563327,-0.121518333339683,0.131902383737215,-0.0859452989336291
"4.A.4 Training and Teaching Others",-0.102412554750845,0.0634204017480827,-0.107096625204014,-0.0446700917497778,0.0257135749648756
